t_s,regime,station,speed_mm_s,dist_mm,dist_lo_mm,dist_hi_mm,mm_past_prev_magnet,mm_before_next_magnet,hall_spread_counts,basis,verdict
929.671,ordinary,,249.6,49.9,43.4,56.4,50.7,202.7,22,"prior marker interval 1202 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
930.868,ordinary,,247.1,49.4,43.0,55.8,45.7,197.4,25,"prior marker interval 1214 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
932.053,ordinary,,254.7,50.9,44.3,57.6,47.4,205.0,16,"prior marker interval 1178 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
933.251,ordinary,,253.2,50.6,44.1,57.2,48.9,192.7,18,"prior marker interval 1185 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
934.403,ordinary,,258.6,51.7,45.0,58.4,49.4,203.8,19,"prior marker interval 1160 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
935.583,ordinary,,255.8,51.2,44.5,57.8,49.1,182.6,17,"prior marker interval 1173 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
936.68,ordinary,,270.0,54.0,47.0,61.0,49.4,182.8,24,"prior marker interval 1111 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
937.738,ordinary,,283.0,56.6,49.2,64.0,51.2,200.4,22,"prior marker interval 1060 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
938.826,ordinary,,276.0,55.2,48.0,62.4,49.7,156.2,20,"prior marker interval 1087 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
939.765,ordinary,,311.2,62.2,54.1,70.3,53.8,202.6,17,"prior marker interval 948 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
940.782,ordinary,,292.1,58.4,50.8,66.0,48.5,193.4,16,"prior marker interval 1027 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
941.829,ordinary,,292.7,58.5,50.9,66.1,54.1,228.9,27,"prior marker interval 1025 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
943.003,ordinary,,257.5,51.5,44.8,58.2,49.4,213.5,19,"prior marker interval 1165 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
944.214,ordinary,,245.1,49.0,42.6,55.4,44.6,204.4,21,"prior marker interval 1224 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
945.428,ordinary,,248.1,49.6,43.2,56.1,44.7,217.9,16,"prior marker interval 1209 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
946.698,ordinary,,241.5,48.3,42.0,54.6,46.4,230.6,20,"prior marker interval 1263 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
948.056,ordinary,,223.4,44.7,38.9,50.5,45.3,243.7,17,"prior marker interval 1343 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
949.555,ordinary,,200.4,40.1,34.9,45.3,41.7,186.4,19,"prior marker interval 1497 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
950.889,ordinary,,238.8,47.8,41.6,54.0,48.7,220.2,19,"prior marker interval 1340 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
952.198,ordinary,,241.7,48.3,42.1,54.6,45.2,182.0,20,"prior marker interval 1324 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
953.333,ordinary,,262.5,52.5,45.7,59.3,47.8,185.0,22,"prior marker interval 1143 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
954.419,ordinary,,276.0,55.2,48.0,62.4,50.0,211.4,22,"prior marker interval 1087 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
955.564,ordinary,,261.6,52.3,45.5,59.1,46.8,196.4,16,"prior marker interval 1147 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
956.707,ordinary,,265.7,53.1,46.2,60.1,51.0,208.6,20,"prior marker interval 1129 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
957.883,ordinary,,254.7,50.9,44.3,57.6,48.6,197.1,20,"prior marker interval 1178 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
959.043,ordinary,,258.2,51.6,44.9,58.3,48.0,174.8,15,"prior marker interval 1162 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
960.098,ordinary,,281.7,56.3,49.0,63.7,50.1,187.6,19,"prior marker interval 1065 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
961.145,ordinary,,287.1,57.4,50.0,64.9,52.0,161.9,21,"prior marker interval 1045 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
962.092,ordinary,,317.8,63.6,55.3,71.8,58.2,193.5,19,"prior marker interval 944 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
963.085,ordinary,,302.4,60.5,52.6,68.3,55.6,186.0,19,"prior marker interval 992 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
964.085,ordinary,,300.3,60.1,52.3,67.9,55.6,191.3,20,"prior marker interval 999 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
965.108,ordinary,,293.3,58.7,51.0,66.3,54.5,182.4,20,"prior marker interval 1023 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
966.114,ordinary,,297.6,59.5,51.8,67.3,54.8,184.2,19,"prior marker interval 1008 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
967.116,ordinary,,279.7,55.9,48.7,63.2,51.2,206.2,20,"prior marker interval 1001 ms over surveyed spacing 280 mm, +/-13%",clears p95 field
968.236,ordinary,,267.4,53.5,46.5,60.4,48.9,172.2,19,"prior marker interval 1122 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
969.258,ordinary,,292.4,58.5,50.9,66.1,52.0,224.3,22,"prior marker interval 1026 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
970.402,ordinary,,253.3,50.7,44.1,57.2,44.8,190.0,23,"prior marker interval 1145 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
971.516,ordinary,,265.7,53.1,46.2,60.1,43.6,173.5,16,"prior marker interval 1129 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
972.545,ordinary,,296.2,59.2,51.5,66.9,52.1,186.3,18,"prior marker interval 1013 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
973.536,ordinary,,297.9,59.6,51.8,67.3,48.3,171.6,20,"prior marker interval 1007 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
974.478,ordinary,,319.8,64.0,55.7,72.3,53.1,203.4,22,"prior marker interval 938 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
975.485,ordinary,,298.8,59.8,52.0,67.5,51.1,201.4,21,"prior marker interval 1004 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
976.528,ordinary,,288.7,57.7,50.2,65.3,48.8,187.7,19,"prior marker interval 1039 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
977.536,ordinary,,293.0,58.6,51.0,66.2,46.3,202.4,21,"prior marker interval 1024 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
978.602,ordinary,,286.8,57.4,49.9,64.8,50.2,209.9,27,"prior marker interval 1046 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
979.709,ordinary,,271.0,54.2,47.2,61.2,47.4,187.3,22,"prior marker interval 1107 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
980.767,ordinary,,280.9,56.2,48.9,63.5,46.9,205.6,20,"prior marker interval 1068 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
981.868,ordinary,,273.0,54.6,47.5,61.7,46.1,198.2,14,"prior marker interval 1099 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
982.967,ordinary,,273.5,54.7,47.6,61.8,47.3,192.5,19,"prior marker interval 1097 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
984.041,ordinary,,278.0,55.6,48.4,62.8,47.3,216.3,21,"prior marker interval 1079 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
985.185,ordinary,,261.8,52.4,45.5,59.2,43.5,222.8,22,"prior marker interval 1146 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
986.422,ordinary,,252.1,50.4,43.9,57.0,46.9,204.7,20,"prior marker interval 1210 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
987.619,ordinary,,250.6,50.1,43.6,56.6,46.4,199.2,19,"prior marker interval 1197 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
988.795,ordinary,,257.8,51.6,44.9,58.3,46.7,200.8,21,"prior marker interval 1183 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
989.942,ordinary,,257.3,51.5,44.8,58.1,43.2,177.8,10,"prior marker interval 1166 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
991.005,ordinary,,279.4,55.9,48.6,63.1,48.0,209.8,20,"prior marker interval 1056 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
992.134,ordinary,,266.7,53.3,46.4,60.3,47.5,197.1,21,"prior marker interval 1125 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
993.242,ordinary,,268.3,53.7,46.7,60.6,45.3,220.0,18,"prior marker interval 1118 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
994.437,ordinary,,253.8,50.8,44.2,57.4,44.4,169.3,19,"prior marker interval 1182 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
995.48,ordinary,,294.1,58.8,51.2,66.5,51.8,219.4,20,"prior marker interval 1037 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
996.605,ordinary,,264.6,52.9,46.0,59.8,47.4,205.3,22,"prior marker interval 1134 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
997.779,ordinary,,259.3,51.9,45.1,58.6,51.3,230.0,16,"prior marker interval 1157 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
999.06,ordinary,,237.2,47.4,41.3,53.6,46.0,215.6,15,"prior marker interval 1286 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1000.362,ordinary,,246.7,49.3,42.9,55.8,47.6,176.2,20,"prior marker interval 1297 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1001.452,ordinary,,261.5,52.3,45.5,59.1,46.0,218.3,21,"prior marker interval 1109 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
1002.662,ordinary,,265.1,53.0,46.1,59.9,46.4,188.2,13,"prior marker interval 1207 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1003.76,ordinary,,276.0,55.2,48.0,62.4,51.9,261.1,20,"prior marker interval 1087 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1005.098,ordinary,,224.7,44.9,39.1,50.8,43.1,190.3,17,"prior marker interval 1335 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1006.334,ordinary,,246.0,49.2,42.8,55.6,46.5,260.2,20,"prior marker interval 1240 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1007.799,ordinary,,228.1,45.6,39.7,51.5,47.2,251.5,26,"prior marker interval 1447 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1009.305,ordinary,,219.0,43.8,38.1,49.5,44.5,217.4,19,"prior marker interval 1507 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1010.701,ordinary,,229.2,45.8,39.9,51.8,46.5,237.0,17,"prior marker interval 1396 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1012.14,ordinary,,226.2,45.2,39.4,51.1,46.4,230.9,24,"prior marker interval 1437 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
1013.564,ordinary,,220.6,44.1,38.4,49.9,44.8,240.9,20,"prior marker interval 1428 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1015.064,ordinary,,237.9,47.6,41.4,53.8,49.5,227.5,19,"prior marker interval 1492 ms over surveyed spacing 355 mm, +/-13%",clears p95 field
1016.41,ordinary,,242.3,48.5,42.2,54.8,46.0,233.1,22,"prior marker interval 1362 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1017.763,ordinary,,243.2,48.6,42.3,55.0,46.4,222.0,22,"prior marker interval 1357 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1019.081,ordinary,,253.1,50.6,44.0,57.2,51.9,230.5,22,"prior marker interval 1304 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1020.406,ordinary,,251.3,50.3,43.7,56.8,53.8,259.1,26,"prior marker interval 1313 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1021.852,ordinary,,234.8,47.0,40.9,53.1,50.5,235.0,23,"prior marker interval 1448 ms over surveyed spacing 340 mm, +/-13%",clears p95 field
1023.275,ordinary,,233.2,46.6,40.6,52.7,51.8,244.6,17,"prior marker interval 1415 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1024.751,ordinary,,214.1,42.8,37.3,48.4,48.6,227.8,22,"prior marker interval 1471 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1026.223,ordinary,,217.8,43.6,37.9,49.2,45.3,228.3,21,"prior marker interval 1492 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
1027.703,ordinary,,227.1,45.4,39.5,51.3,52.7,231.4,28,"prior marker interval 1453 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1029.126,ordinary,,216.3,43.3,37.6,48.9,44.1,208.8,25,"prior marker interval 1456 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1030.496,ordinary,,219.9,44.0,38.3,49.7,45.1,181.9,19,"prior marker interval 1364 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1031.725,ordinary,,243.5,48.7,42.4,55.0,49.2,197.0,22,"prior marker interval 1232 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1032.934,ordinary,,243.4,48.7,42.4,55.0,48.7,201.3,19,"prior marker interval 1212 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1034.156,ordinary,,244.3,48.9,42.5,55.2,47.6,194.7,20,"prior marker interval 1228 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1035.34,ordinary,,243.7,48.7,42.4,55.1,45.6,193.3,16,"prior marker interval 1190 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
1036.531,ordinary,,254.5,50.9,44.3,57.5,50.4,227.5,20,"prior marker interval 1179 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1037.82,ordinary,,243.6,48.7,42.4,55.1,47.5,224.1,17,"prior marker interval 1293 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1039.136,ordinary,,238.8,47.8,41.6,54.0,46.8,241.9,21,"prior marker interval 1319 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1040.544,ordinary,,231.0,46.2,40.2,52.2,45.0,206.5,20,"prior marker interval 1407 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
1041.836,ordinary,,240.5,48.1,41.8,54.4,47.4,195.8,21,"prior marker interval 1289 ms over surveyed spacing 310 mm, +/-13%",clears p95 field
1043.046,ordinary,,247.5,49.5,43.1,55.9,48.8,188.1,17,"prior marker interval 1212 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1044.206,ordinary,,259.5,51.9,45.2,58.7,51.9,196.5,18,"prior marker interval 1156 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1045.352,ordinary,,277.1,55.4,48.2,62.6,52.4,226.4,23,"prior marker interval 1155 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1046.566,ordinary,,260.5,52.1,45.3,58.9,51.3,198.5,21,"prior marker interval 1209 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1047.723,ordinary,,271.8,54.4,47.3,61.4,53.0,187.0,16,"prior marker interval 1159 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1048.791,ordinary,,281.6,56.3,49.0,63.6,50.7,201.1,19,"prior marker interval 1083 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1049.885,ordinary,,274.7,54.9,47.8,62.1,49.5,165.4,13,"prior marker interval 1092 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1050.862,ordinary,,300.4,60.1,52.3,67.9,52.6,177.2,16,"prior marker interval 982 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1051.828,ordinary,,310.2,62.0,54.0,70.1,54.6,203.2,20,"prior marker interval 967 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1052.86,ordinary,,291.3,58.3,50.7,65.8,51.6,200.1,20,"prior marker interval 1030 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1053.919,ordinary,,282.0,56.4,49.1,63.7,48.5,228.4,15,"prior marker interval 1064 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1055.113,ordinary,,254.0,50.8,44.2,57.4,46.7,213.1,19,"prior marker interval 1181 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1056.347,ordinary,,257.6,51.5,44.8,58.2,50.2,235.2,20,"prior marker interval 1223 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1057.658,ordinary,,252.3,50.5,43.9,57.0,50.0,240.7,17,"prior marker interval 1308 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1059.0,ordinary,,236.7,47.3,41.2,53.5,44.5,220.8,20,"prior marker interval 1352 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1060.326,ordinary,,238.3,47.7,41.5,53.9,46.0,214.4,20,"prior marker interval 1322 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
1061.623,ordinary,,239.6,47.9,41.7,54.1,47.2,190.7,20,"prior marker interval 1294 ms over surveyed spacing 310 mm, +/-13%",clears p95 field
1062.811,ordinary,,251.9,50.4,43.8,56.9,48.4,200.0,21,"prior marker interval 1191 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1063.991,ordinary,,252.7,50.5,44.0,57.1,47.0,190.8,14,"prior marker interval 1187 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1065.135,ordinary,,263.2,52.6,45.8,59.5,49.7,181.8,20,"prior marker interval 1140 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1066.211,ordinary,,277.5,55.5,48.3,62.7,51.3,190.7,19,"prior marker interval 1081 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1067.28,ordinary,,280.1,56.0,48.7,63.3,51.0,192.2,27,"prior marker interval 1071 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1068.34,ordinary,,280.6,56.1,48.8,63.4,48.8,190.3,19,"prior marker interval 1069 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1069.403,ordinary,,285.2,57.0,49.6,64.4,52.8,201.0,19,"prior marker interval 1052 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1070.479,ordinary,,275.0,55.0,47.8,62.1,47.0,180.7,21,"prior marker interval 1091 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1071.514,ordinary,,292.1,58.4,50.8,66.0,52.0,198.9,18,"prior marker interval 1027 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1072.568,ordinary,,283.0,56.6,49.2,64.0,49.0,186.5,23,"prior marker interval 1060 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1073.606,ordinary,,290.7,58.1,50.6,65.7,52.0,186.9,17,"prior marker interval 1032 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1074.632,ordinary,,293.8,58.8,51.1,66.4,53.8,192.5,23,"prior marker interval 1021 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1075.661,ordinary,,289.0,57.8,50.3,65.3,50.3,202.0,21,"prior marker interval 1038 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1076.745,ordinary,,279.6,55.9,48.6,63.2,51.7,196.8,18,"prior marker interval 1073 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1077.833,ordinary,,275.7,55.1,48.0,62.3,50.7,203.5,19,"prior marker interval 1088 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1078.949,ordinary,,267.1,53.4,46.5,60.4,47.6,232.1,19,"prior marker interval 1123 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1080.255,ordinary,,240.6,48.1,41.9,54.4,57.0,7031.1,18,"prior marker interval 1247 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1111.44,ordinary,,191.1,38.2,33.2,43.2,36.3,155.5,17,"prior marker interval 1570 ms over surveyed spacing 300 mm, +/-13%",clears typical field
1112.655,ordinary,,249.8,50.0,43.5,56.5,50.2,217.1,16,"prior marker interval 1201 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1113.934,ordinary,,236.2,47.2,41.1,53.4,49.6,242.6,22,"prior marker interval 1270 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1115.384,ordinary,,208.5,41.7,36.3,47.1,46.5,250.2,16,"prior marker interval 1439 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1117.029,ordinary,,184.8,37.0,32.2,41.8,45.3,303.1,20,"prior marker interval 1623 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1119.161,ordinary,,141.8,28.4,24.7,32.0,41.4,241.4,17,"prior marker interval 2081 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1121.369,ordinary,,145.7,29.1,25.3,32.9,44.4,302.2,19,"prior marker interval 2197 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
1123.97,ordinary,,116.0,23.2,20.2,26.2,37.8,279.0,31,"prior marker interval 2587 ms over surveyed spacing 300 mm, +/-13%",clears typical field
1126.925,ordinary,,107.7,21.5,18.7,24.3,37.6,309.9,25,"prior marker interval 2925 ms over surveyed spacing 315 mm, +/-13%",clears typical field
1179.674,ordinary,,206.0,41.2,35.8,46.6,39.3,165.4,21,"prior marker interval 1529 ms over surveyed spacing 315 mm, +/-13%",clears typical field
1180.871,ordinary,,255.4,51.1,44.4,57.7,49.6,186.2,21,"prior marker interval 1194 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1181.964,ordinary,,264.8,53.0,46.1,59.8,43.4,192.8,24,"prior marker interval 1133 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1183.066,ordinary,,280.3,56.1,48.8,63.4,48.8,188.9,23,"prior marker interval 1088 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1184.105,ordinary,,286.3,57.3,49.8,64.7,47.2,192.4,21,"prior marker interval 1048 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1185.138,ordinary,,288.5,57.7,50.2,65.2,46.4,186.9,28,"prior marker interval 1040 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1186.143,ordinary,,292.9,58.6,51.0,66.2,46.0,180.5,15,"prior marker interval 1007 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1187.122,ordinary,,302.6,60.5,52.6,68.4,49.3,209.4,22,"prior marker interval 975 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1188.183,ordinary,,284.6,56.9,49.5,64.3,48.1,218.6,21,"prior marker interval 1054 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1189.333,ordinary,,265.7,53.1,46.2,60.1,48.4,223.2,23,"prior marker interval 1129 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1190.548,ordinary,,243.9,48.8,42.4,55.1,42.7,201.7,25,"prior marker interval 1230 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1191.759,ordinary,,249.6,49.9,43.4,56.4,45.9,186.2,17,"prior marker interval 1202 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1192.881,ordinary,,268.3,53.7,46.7,60.6,47.2,184.1,26,"prior marker interval 1118 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1193.95,ordinary,,280.6,56.1,48.8,63.4,51.4,182.1,22,"prior marker interval 1069 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1194.972,ordinary,,289.6,57.9,50.4,65.4,50.1,189.4,17,"prior marker interval 1036 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1196.002,ordinary,,296.4,59.3,51.6,67.0,52.2,196.8,21,"prior marker interval 1029 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1197.053,ordinary,,289.6,57.9,50.4,65.4,54.2,207.9,20,"prior marker interval 1036 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1198.166,ordinary,,272.2,54.4,47.4,61.5,53.1,215.9,17,"prior marker interval 1102 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1199.358,ordinary,,256.7,51.3,44.7,58.0,51.1,212.3,22,"prior marker interval 1188 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1200.585,ordinary,,243.3,48.7,42.3,55.0,48.7,208.3,21,"prior marker interval 1233 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1201.84,ordinary,,240.4,48.1,41.8,54.3,47.8,226.4,22,"prior marker interval 1248 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1203.188,ordinary,,245.5,49.1,42.7,55.5,50.6,214.4,21,"prior marker interval 1344 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
1204.459,ordinary,,233.6,46.7,40.7,52.8,46.3,189.5,21,"prior marker interval 1284 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1205.667,ordinary,,250.8,50.2,43.6,56.7,49.4,186.4,21,"prior marker interval 1196 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1206.793,ordinary,,265.2,53.0,46.1,59.9,48.5,183.0,20,"prior marker interval 1150 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
1207.868,ordinary,,279.3,55.9,48.6,63.1,51.7,191.6,15,"prior marker interval 1074 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1208.934,ordinary,,282.0,56.4,49.1,63.7,50.8,196.5,22,"prior marker interval 1064 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1210.022,ordinary,,276.0,55.2,48.0,62.4,52.7,209.8,16,"prior marker interval 1087 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1211.181,ordinary,,262.5,52.5,45.7,59.3,52.2,211.8,18,"prior marker interval 1143 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1212.381,ordinary,,247.5,49.5,43.1,55.9,47.8,204.0,23,"prior marker interval 1212 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1213.594,ordinary,,246.1,49.2,42.8,55.6,46.5,196.4,15,"prior marker interval 1219 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1214.78,ordinary,,253.4,50.7,44.1,57.3,47.6,201.4,21,"prior marker interval 1184 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1215.977,ordinary,,255.3,51.1,44.4,57.7,51.6,193.0,21,"prior marker interval 1175 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1217.121,ordinary,,256.6,51.3,44.7,58.0,48.2,212.5,21,"prior marker interval 1169 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1218.347,ordinary,,247.9,49.6,43.1,56.0,49.1,209.3,15,"prior marker interval 1210 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1219.589,ordinary,,241.0,48.2,41.9,54.5,47.7,220.2,20,"prior marker interval 1245 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1220.901,ordinary,,228.7,45.7,39.8,51.7,45.3,245.6,20,"prior marker interval 1312 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1222.399,ordinary,,204.1,40.8,35.5,46.1,45.7,191.2,17,"prior marker interval 1470 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1223.739,ordinary,,216.6,43.3,37.7,49.0,44.0,248.9,17,"prior marker interval 1362 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
1225.309,ordinary,,191.6,38.3,33.3,43.3,42.3,255.9,21,"prior marker interval 1566 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1227.116,ordinary,,172.5,34.5,30.0,39.0,46.8,277.4,22,"prior marker interval 1739 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1229.206,ordinary,,145.0,29.0,25.2,32.8,40.9,249.7,27,"prior marker interval 2069 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
1231.394,ordinary,,135.1,27.0,23.5,30.5,35.9,236.8,21,"prior marker interval 2221 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
