t_s,regime,station,speed_mm_s,dist_mm,dist_lo_mm,dist_hi_mm,mm_past_prev_magnet,mm_before_next_magnet,hall_spread_counts,basis,verdict
2328.731,ordinary,,160.3,32.1,27.9,36.2,38.2,150.4,19,"prior marker interval 1871 ms over surveyed spacing 300 mm, +/-13%",clears typical field
2330.081,ordinary,,214.6,42.9,37.3,48.5,45.5,200.6,22,"prior marker interval 1398 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2331.425,ordinary,,222.7,44.5,38.8,50.3,46.5,182.9,20,"prior marker interval 1347 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2332.638,ordinary,,244.1,48.8,42.5,55.2,46.9,187.2,21,"prior marker interval 1229 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2333.79,ordinary,,258.6,51.7,45.0,58.4,47.8,194.7,21,"prior marker interval 1160 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2334.949,ordinary,,264.1,52.8,46.0,59.7,54.4,259.6,21,"prior marker interval 1136 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2336.349,ordinary,,222.7,44.5,38.8,50.3,48.3,216.2,20,"prior marker interval 1392 ms over surveyed spacing 310 mm, +/-13%",clears p95 field
2337.709,ordinary,,227.1,45.4,39.5,51.3,42.9,204.2,20,"prior marker interval 1387 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2338.999,ordinary,,250.0,50.0,43.5,56.5,47.8,220.5,24,"prior marker interval 1280 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2340.283,ordinary,,257.6,51.5,44.8,58.2,52.0,219.2,19,"prior marker interval 1281 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2341.524,ordinary,,251.4,50.3,43.7,56.8,47.8,202.4,19,"prior marker interval 1253 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2342.717,ordinary,,251.5,50.3,43.8,56.8,47.3,192.4,18,"prior marker interval 1193 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2343.864,ordinary,,259.5,51.9,45.2,58.7,47.2,191.8,22,"prior marker interval 1156 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2344.987,ordinary,,267.9,53.6,46.6,60.5,49.3,177.1,23,"prior marker interval 1120 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2346.025,ordinary,,287.1,57.4,50.0,64.9,50.8,182.9,20,"prior marker interval 1045 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2347.051,ordinary,,290.9,58.2,50.6,65.7,55.0,224.0,20,"prior marker interval 1014 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2348.218,ordinary,,259.1,51.8,45.1,58.5,51.0,217.4,19,"prior marker interval 1158 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2349.487,ordinary,,245.4,49.1,42.7,55.5,56.4,283.9,18,"prior marker interval 1243 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2351.087,ordinary,,199.1,39.8,34.6,45.0,48.4,303.1,18,"prior marker interval 1582 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2353.094,ordinary,,159.8,32.0,27.8,36.1,45.5,300.5,15,"prior marker interval 1971 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2355.487,ordinary,,136.5,27.3,23.7,30.8,42.7,232.7,16,"prior marker interval 2345 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2357.697,ordinary,,134.9,27.0,23.5,30.5,41.1,234.2,15,"prior marker interval 2224 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2359.932,ordinary,,133.3,26.7,23.2,30.1,39.8,274.5,16,"prior marker interval 2251 ms over surveyed spacing 300 mm, +/-13%",clears typical field
2362.49,ordinary,,121.0,24.2,21.1,27.4,36.1,261.2,18,"prior marker interval 2561 ms over surveyed spacing 310 mm, +/-13%",clears typical field
2365.183,ordinary,,122.7,24.5,21.4,27.7,41.1,333.0,17,"prior marker interval 2648 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
2413.261,ordinary,,197.1,39.4,34.3,44.5,33.1,146.3,19,"prior marker interval 1522 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
2414.39,ordinary,,263.4,52.7,45.8,59.5,49.3,175.4,18,"prior marker interval 1101 ms over surveyed spacing 290 mm, +/-13%",clears p95 field
2415.437,ordinary,,282.2,56.4,49.1,63.8,51.1,197.6,20,"prior marker interval 1063 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2416.534,ordinary,,274.2,54.8,47.7,62.0,54.0,211.7,20,"prior marker interval 1076 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2417.701,ordinary,,256.8,51.4,44.7,58.0,50.1,233.5,14,"prior marker interval 1168 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2419.009,ordinary,,229.9,46.0,40.0,52.0,45.7,210.6,15,"prior marker interval 1305 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2420.336,ordinary,,228.0,45.6,39.7,51.5,48.1,236.6,21,"prior marker interval 1316 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2421.785,ordinary,,218.1,43.6,38.0,49.3,46.0,220.5,22,"prior marker interval 1444 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2423.218,ordinary,,231.3,46.3,40.2,52.3,51.3,312.7,20,"prior marker interval 1427 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2564.488,ordinary,,177.3,35.5,30.8,40.1,37.6,161.8,25,"prior marker interval 1918 ms over surveyed spacing 340 mm, +/-13%",clears typical field
2565.805,ordinary,,249.6,49.9,43.4,56.4,50.9,211.7,25,"prior marker interval 1322 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2567.047,ordinary,,262.7,52.5,45.7,59.4,51.0,245.9,20,"prior marker interval 1256 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2568.372,ordinary,,248.1,49.6,43.2,56.1,46.9,238.7,18,"prior marker interval 1330 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2569.742,ordinary,,245.0,49.0,42.6,55.4,51.0,283.7,20,"prior marker interval 1347 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2571.322,ordinary,,226.8,45.4,39.5,51.3,50.4,273.6,16,"prior marker interval 1565 ms over surveyed spacing 355 mm, +/-13%",clears p95 field
2572.947,ordinary,,192.8,38.6,33.5,43.6,42.2,259.7,24,"prior marker interval 1634 ms over surveyed spacing 315 mm, +/-13%",clears p95 field
2574.736,ordinary,,184.2,36.8,32.1,41.6,44.6,277.7,18,"prior marker interval 1764 ms over surveyed spacing 325 mm, +/-13%",clears p95 field
2576.717,ordinary,,164.4,32.9,28.6,37.1,45.0,314.1,15,"prior marker interval 1947 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2579.131,ordinary,,138.3,27.7,24.1,31.3,41.9,295.0,15,"prior marker interval 2386 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2581.785,ordinary,,125.0,25.0,21.8,28.2,40.1,266.0,20,"prior marker interval 2640 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
2584.416,ordinary,,115.1,23.0,20.0,26.0,34.9,257.1,25,"prior marker interval 2651 ms over surveyed spacing 305 mm, +/-13%",INSIDE the typical field
2587.152,ordinary,,109.6,21.9,19.1,24.8,33.0,195.7,17,"prior marker interval 2736 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
2589.432,ordinary,,131.2,26.2,22.8,29.6,38.7,247.8,19,"prior marker interval 2287 ms over surveyed spacing 300 mm, +/-13%",clears typical field
2591.794,ordinary,,134.6,26.9,23.4,30.4,36.8,269.1,20,"prior marker interval 2377 ms over surveyed spacing 320 mm, +/-13%",clears typical field
2594.337,ramp:Bamboo_CCW,Bamboo,,,,,,,27,past the last observed crossing of Bamboo_CCW: speed is NOT measured there,TRAVEL NOT ESTABLISHED
2639.373,ordinary,,179.3,35.9,31.2,40.5,35.7,139.3,21,"prior marker interval 1785 ms over surveyed spacing 320 mm, +/-13%",INSIDE the typical field
2640.532,ordinary,,253.2,50.6,44.1,57.2,46.1,207.3,22,"prior marker interval 1185 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2641.735,ordinary,,250.4,50.1,43.6,56.6,46.1,191.8,31,"prior marker interval 1198 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2642.892,ordinary,,267.5,53.5,46.6,60.5,51.1,268.3,19,"prior marker interval 1140 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2644.289,ordinary,,214.9,43.0,37.4,48.6,41.7,197.3,25,"prior marker interval 1396 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2645.601,ordinary,,226.8,45.4,39.5,51.2,44.0,207.0,18,"prior marker interval 1323 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2646.901,ordinary,,229.7,45.9,40.0,51.9,43.0,201.7,16,"prior marker interval 1306 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2648.157,ordinary,,233.2,46.6,40.6,52.7,41.5,205.5,15,"prior marker interval 1265 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
2649.425,ordinary,,238.7,47.7,41.5,53.9,44.6,203.3,26,"prior marker interval 1257 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2650.681,ordinary,,247.4,49.5,43.0,55.9,50.5,211.0,20,"prior marker interval 1233 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2651.923,ordinary,,238.7,47.7,41.5,53.9,45.1,208.8,21,"prior marker interval 1257 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2653.177,ordinary,,241.5,48.3,42.0,54.6,43.2,200.9,19,"prior marker interval 1263 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
2654.389,ordinary,,246.7,49.3,42.9,55.8,44.4,213.7,17,"prior marker interval 1216 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2655.641,ordinary,,240.2,48.0,41.8,54.3,44.7,208.5,19,"prior marker interval 1249 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2656.897,ordinary,,238.7,47.7,41.5,53.9,44.9,215.0,18,"prior marker interval 1257 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2658.195,ordinary,,233.8,46.8,40.7,52.8,46.1,217.0,19,"prior marker interval 1283 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2659.528,ordinary,,226.4,45.3,39.4,51.2,46.4,221.9,20,"prior marker interval 1325 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2660.91,ordinary,,216.9,43.4,37.7,49.0,43.8,207.2,23,"prior marker interval 1383 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2662.25,ordinary,,220.9,44.2,38.4,49.9,40.9,198.6,20,"prior marker interval 1358 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2663.538,ordinary,,232.9,46.6,40.5,52.6,44.0,219.6,19,"prior marker interval 1288 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2664.887,ordinary,,226.2,45.2,39.4,51.1,46.6,214.5,19,"prior marker interval 1326 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2666.225,ordinary,,220.6,44.1,38.4,49.9,41.9,196.5,19,"prior marker interval 1360 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2667.509,ordinary,,235.1,47.0,40.9,53.1,45.4,213.7,13,"prior marker interval 1276 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2668.797,ordinary,,229.5,45.9,39.9,51.9,41.1,203.4,20,"prior marker interval 1307 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2670.081,ordinary,,239.0,47.8,41.6,54.0,47.3,268.2,19,"prior marker interval 1255 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2671.612,ordinary,,196.3,39.3,34.2,44.4,41.0,230.9,19,"prior marker interval 1528 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2673.203,ordinary,,182.6,36.5,31.8,41.3,39.3,187.4,12,"prior marker interval 1588 ms over surveyed spacing 290 mm, +/-13%",clears typical field
2674.637,ordinary,,208.3,41.7,36.2,47.1,43.3,192.1,31,"prior marker interval 1440 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2675.972,ordinary,,225.7,45.1,39.3,51.0,48.1,171.8,19,"prior marker interval 1329 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2677.143,ordinary,,239.7,47.9,41.7,54.2,50.3,180.8,20,"prior marker interval 1168 ms over surveyed spacing 280 mm, +/-13%",clears p95 field
2678.296,ordinary,,256.4,51.3,44.6,57.9,51.0,189.0,19,"prior marker interval 1170 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2679.428,ordinary,,264.6,52.9,46.0,59.8,51.6,189.2,22,"prior marker interval 1134 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2680.538,ordinary,,270.0,54.0,47.0,61.0,52.7,190.1,23,"prior marker interval 1111 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2681.644,ordinary,,273.2,54.6,47.5,61.7,55.2,198.6,26,"prior marker interval 1098 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2682.772,ordinary,,266.0,53.2,46.3,60.1,53.5,225.0,24,"prior marker interval 1128 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2684.018,ordinary,,240.0,48.0,41.8,54.2,48.0,214.1,18,"prior marker interval 1250 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2685.316,ordinary,,232.7,46.5,40.5,52.6,47.9,183.4,20,"prior marker interval 1289 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2686.491,ordinary,,251.7,50.3,43.8,56.9,47.1,188.5,22,"prior marker interval 1192 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2687.634,ordinary,,263.2,52.6,45.8,59.5,51.1,222.6,20,"prior marker interval 1140 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2688.882,ordinary,,242.1,48.4,42.1,54.7,48.9,248.7,19,"prior marker interval 1239 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2690.331,ordinary,,209.8,42.0,36.5,47.4,46.6,247.8,18,"prior marker interval 1430 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2691.956,ordinary,,186.7,37.3,32.5,42.2,45.6,261.5,18,"prior marker interval 1607 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2693.817,ordinary,,162.9,32.6,28.3,36.8,42.3,315.6,19,"prior marker interval 1842 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2696.294,ordinary,,133.9,26.8,23.3,30.3,45.4,290.3,17,"prior marker interval 2389 ms over surveyed spacing 320 mm, +/-13%",clears p95 field
2698.998,ordinary,,118.3,23.7,20.6,26.7,39.9,269.0,17,"prior marker interval 2704 ms over surveyed spacing 320 mm, +/-13%",clears typical field
2701.788,ordinary,,106.9,21.4,18.6,24.2,33.9,210.4,17,"prior marker interval 2807 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
2704.271,ordinary,,120.4,24.1,21.0,27.2,37.8,240.3,19,"prior marker interval 2491 ms over surveyed spacing 300 mm, +/-13%",clears typical field
2706.759,ordinary,,121.9,24.4,21.2,27.5,35.7,272.1,27,"prior marker interval 2502 ms over surveyed spacing 305 mm, +/-13%",INSIDE the typical field
2709.61,ramp:Arches_CCW,Arches,,,,,,,33,past the last observed crossing of Arches_CCW: speed is NOT measured there,TRAVEL NOT ESTABLISHED
2754.109,ordinary,,143.9,28.8,25.0,32.5,31.7,139.7,13,"prior marker interval 2085 ms over surveyed spacing 300 mm, +/-13%",INSIDE the typical field
2755.485,ordinary,,216.0,43.2,37.6,48.8,44.3,219.0,18,"prior marker interval 1389 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
2756.898,ordinary,,210.8,42.2,36.7,47.6,42.0,80626.8,18,"prior marker interval 1423 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3168.885,ordinary,,186.9,37.4,32.5,42.2,40.0,166.5,22,"prior marker interval 1605 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3170.183,ordinary,,227.6,45.5,39.6,51.4,47.1,212.8,16,"prior marker interval 1318 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3171.516,ordinary,,224.9,45.0,39.1,50.8,44.5,180.1,21,"prior marker interval 1334 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3172.713,ordinary,,250.0,50.0,43.5,56.5,49.0,210.5,23,"prior marker interval 1200 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3173.947,ordinary,,243.5,48.7,42.4,55.0,46.8,189.7,23,"prior marker interval 1232 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3175.111,ordinary,,254.0,50.8,44.2,57.4,47.0,186.5,18,"prior marker interval 1181 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3176.227,ordinary,,268.3,53.7,46.7,60.6,48.8,204.2,20,"prior marker interval 1118 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3177.385,ordinary,,262.2,52.4,45.6,59.3,51.7,214.8,18,"prior marker interval 1144 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3178.609,ordinary,,248.1,49.6,43.2,56.1,50.9,236.5,18,"prior marker interval 1209 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3179.979,ordinary,,220.1,44.0,38.3,49.7,47.8,231.3,21,"prior marker interval 1363 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3181.459,ordinary,,205.6,41.1,35.8,46.5,47.1,211.6,21,"prior marker interval 1459 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3182.893,ordinary,,204.4,40.9,35.6,46.2,41.9,192.7,23,"prior marker interval 1468 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3184.238,ordinary,,226.3,45.3,39.4,51.1,45.7,190.7,19,"prior marker interval 1348 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
3185.488,ordinary,,242.5,48.5,42.2,54.8,50.2,199.1,19,"prior marker interval 1237 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3186.713,ordinary,,242.5,48.5,42.2,54.8,49.5,239.4,29,"prior marker interval 1237 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3188.102,ordinary,,238.1,47.6,41.4,53.8,48.1,193.8,22,"prior marker interval 1386 ms over surveyed spacing 330 mm, +/-13%",clears p95 field
3189.322,ordinary,,247.7,49.5,43.1,56.0,51.0,187.0,20,"prior marker interval 1211 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3190.458,ordinary,,256.4,51.3,44.6,57.9,46.4,179.7,21,"prior marker interval 1170 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3191.553,ordinary,,282.7,56.5,49.2,63.9,54.8,189.7,20,"prior marker interval 1079 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
3192.606,ordinary,,282.0,56.4,49.1,63.7,51.3,198.5,21,"prior marker interval 1064 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3193.705,ordinary,,277.0,55.4,48.2,62.6,54.0,197.2,23,"prior marker interval 1083 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3194.802,ordinary,,274.0,54.8,47.7,61.9,50.7,189.9,19,"prior marker interval 1113 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
3195.877,ordinary,,276.8,55.4,48.2,62.5,50.4,190.4,24,"prior marker interval 1084 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3196.94,ordinary,,283.6,56.7,49.3,64.1,49.6,185.2,21,"prior marker interval 1058 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3197.966,ordinary,,292.1,58.4,50.8,66.0,50.5,189.9,21,"prior marker interval 1027 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3198.987,ordinary,,291.0,58.2,50.6,65.8,49.8,174.3,19,"prior marker interval 1031 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3199.955,ordinary,,309.6,61.9,53.9,70.0,52.3,213.6,18,"prior marker interval 969 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3201.023,ordinary,,284.6,56.9,49.5,64.3,50.7,226.0,19,"prior marker interval 1054 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3202.198,ordinary,,254.7,50.9,44.3,57.6,46.1,200.2,17,"prior marker interval 1178 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3203.372,ordinary,,252.8,50.6,44.0,57.1,47.5,195.9,14,"prior marker interval 1167 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
3204.521,ordinary,,253.9,50.8,44.2,57.4,44.2,197.5,18,"prior marker interval 1162 ms over surveyed spacing 295 mm, +/-13%",clears p95 field
3205.679,ordinary,,260.9,52.2,45.4,59.0,47.0,223.8,22,"prior marker interval 1150 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3206.924,ordinary,,241.5,48.3,42.0,54.6,45.2,237.0,20,"prior marker interval 1242 ms over surveyed spacing 300 mm, +/-13%",clears p95 field
3208.314,ordinary,,223.9,44.8,39.0,50.6,46.8,240.5,17,"prior marker interval 1362 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
3209.786,ordinary,,201.7,40.3,35.1,45.6,39.9,216.3,21,"prior marker interval 1487 ms over surveyed spacing 300 mm, +/-13%",clears typical field
3211.279,ordinary,,208.8,41.8,36.3,47.2,46.1,286.8,20,"prior marker interval 1461 ms over surveyed spacing 305 mm, +/-13%",clears p95 field
