prev_mm,next_mm,direction,pass_index,map_mm,ir_mm,pulses,signed_residual_mm,abs_residual_mm,pct_residual,ratio,seconds,offset_ms,unreliable_delta,prev_time,next_time,prev_peak,prev_ratio,prev_resid,prev_obs,prev_gap_ms,prev_duration_ms,next_peak,next_ratio,next_resid,next_obs,next_gap_ms,next_duration_ms
26,27,CW,2,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.169,47.9,0,2026-09-20T12:18:40.607-07:00,2026-09-20T12:18:41.776-07:00,210,0.929,0.0777,S,837,131,175,0.774,0.0779,S,1036,133
27,28,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.089,20.1,0,2026-09-20T12:18:41.776-07:00,2026-09-20T12:18:42.865-07:00,175,0.774,0.0779,S,1036,133,181,0.801,0.0781,N,959,130
28,29,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.124,31.1,0,2026-09-20T12:18:42.865-07:00,2026-09-20T12:18:43.989-07:00,181,0.801,0.0781,N,959,130,198,0.876,0.0731,N,984,140
29,30,CW,2,315,318.516,33,3.516,3.516,1.1162,1.011162,1.199,31.1,0,2026-09-20T12:18:43.989-07:00,2026-09-20T12:18:45.188-07:00,198,0.876,0.0731,N,984,140,221,0.978,0.076,N,1051,148
30,31,CW,2,330,328.168,34,-1.832,1.832,-0.5552,0.994448,1.346,30.1,0,2026-09-20T12:18:45.188-07:00,2026-09-20T12:18:46.534-07:00,221,0.978,0.076,N,1051,148,195,0.874,0.0802,N,1180,166
31,32,CW,2,320,308.864,32,-11.136,11.136,-3.48,0.9652,1.342,25.9,0,2026-09-20T12:18:46.534-07:00,2026-09-20T12:18:47.876-07:00,195,0.874,0.0802,N,1180,166,191,0.864,0.0736,N,1192,150
32,33,CW,2,315,328.168,34,13.168,13.168,4.1803,1.041803,1.356,31.9,0,2026-09-20T12:18:47.876-07:00,2026-09-20T12:18:49.232-07:00,191,0.864,0.0736,N,1192,150,198,0.904,0.0756,S,1201,155
33,34,CW,2,310,308.864,32,-1.136,1.136,-0.3665,0.996335,1.396,37.9,0,2026-09-20T12:18:49.232-07:00,2026-09-20T12:18:50.628-07:00,198,0.904,0.0756,S,1201,155,207,0.963,0.0747,N,1227,169
34,35,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.24,37.9,0,2026-09-20T12:18:50.628-07:00,2026-09-20T12:18:51.868-07:00,207,0.963,0.0747,N,1227,169,192,0.914,0.0727,N,1085,155
35,36,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.204,5.1,0,2026-09-20T12:18:51.868-07:00,2026-09-20T12:18:53.072-07:00,192,0.914,0.0727,N,1085,155,208,0.995,0.0759,S,1051,153
36,37,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.18,14.9,0,2026-09-20T12:18:53.072-07:00,2026-09-20T12:18:54.252-07:00,208,0.995,0.0759,S,1051,153,233,1.12,0.0702,S,1031,149
37,38,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.11,14.9,0,2026-09-20T12:18:54.252-07:00,2026-09-20T12:18:55.362-07:00,233,1.12,0.0702,S,1031,149,216,1.038,0.0789,S,965,145
38,39,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.124,15.1,0,2026-09-20T12:18:55.362-07:00,2026-09-20T12:18:56.486-07:00,216,1.038,0.0789,S,965,145,212,1.014,0.0831,S,978,146
39,40,CW,2,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.105,18.1,0,2026-09-20T12:18:56.486-07:00,2026-09-20T12:18:57.591-07:00,212,1.014,0.0831,S,978,146,215,1.029,0.0733,S,964,141
40,41,CW,2,300,318.516,33,18.516,18.516,6.172,1.06172,1.133,49.9,0,2026-09-20T12:18:57.591-07:00,2026-09-20T12:18:58.724-07:00,215,1.029,0.0733,S,964,141,212,1.01,0.073,S,986,146
41,42,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.123,49.9,0,2026-09-20T12:18:58.724-07:00,2026-09-20T12:18:59.847-07:00,212,1.01,0.073,S,986,146,194,0.924,0.0752,N,988,135
42,43,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.062,33.1,0,2026-09-20T12:18:59.847-07:00,2026-09-20T12:19:00.909-07:00,194,0.924,0.0752,N,988,135,214,1.029,0.0758,S,928,134
43,44,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.06,33.1,0,2026-09-20T12:19:00.909-07:00,2026-09-20T12:19:01.969-07:00,214,1.029,0.0758,S,928,134,198,0.943,0.0764,N,919,141
44,45,CW,3,300,270.256,28,-29.744,29.744,-9.9147,0.900853,1.092,84.1,0,2026-09-20T12:19:01.969-07:00,2026-09-20T12:19:03.061-07:00,198,0.943,0.0764,N,919,141,216,1.038,0.0745,S,952,140
45,46,CW,3,300,328.168,34,28.168,28.168,9.3893,1.093893,1.112,84.1,0,2026-09-20T12:19:03.061-07:00,2026-09-20T12:19:04.173-07:00,216,1.038,0.0745,S,952,140,231,1.1,0.0696,S,973,139
46,47,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.057,48.9,0,2026-09-20T12:19:04.173-07:00,2026-09-20T12:19:05.230-07:00,231,1.1,0.0696,S,973,139,220,1.038,0.0712,S,917,140
47,48,CW,3,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.073,48.9,0,2026-09-20T12:19:05.230-07:00,2026-09-20T12:19:06.303-07:00,220,1.038,0.0712,S,917,140,214,1.009,0.0765,N,936,138
48,49,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.106,28.1,0,2026-09-20T12:19:06.303-07:00,2026-09-20T12:19:07.409-07:00,214,1.009,0.0765,N,936,138,223,1.052,0.0721,N,958,148
49,50,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.118,46.1,0,2026-09-20T12:19:07.409-07:00,2026-09-20T12:19:08.527-07:00,223,1.052,0.0721,N,958,148,193,0.91,0.0772,S,981,137
50,51,CW,3,300,328.168,34,28.168,28.168,9.3893,1.093893,1.106,49.9,0,2026-09-20T12:19:08.527-07:00,2026-09-20T12:19:09.633-07:00,193,0.91,0.0772,S,981,137,214,1.009,0.0741,N,966,140
51,52,CW,3,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.075,49.9,0,2026-09-20T12:19:09.633-07:00,2026-09-20T12:19:10.708-07:00,214,1.009,0.0741,N,966,140,212,1.0,0.0762,S,935,140
54,55,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.097,22.9,0,2026-09-20T12:19:12.966-07:00,2026-09-20T12:19:14.063-07:00,225,1.071,0.0781,S,1002,141,221,1.042,0.0699,S,955,142
55,56,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.115,22.9,0,2026-09-20T12:19:14.063-07:00,2026-09-20T12:19:15.178-07:00,221,1.042,0.0699,S,955,142,212,1.0,0.0751,N,974,141
56,57,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.136,24.1,0,2026-09-20T12:19:15.178-07:00,2026-09-20T12:19:16.314-07:00,212,1.0,0.0751,N,974,141,215,1.014,0.0726,S,995,141
57,58,CW,3,295,337.82,35,42.82,42.82,14.5153,1.145153,1.236,40.9,0,2026-09-20T12:19:16.314-07:00,2026-09-20T12:19:17.550-07:00,215,1.014,0.0726,S,995,141,222,1.047,0.0748,S,1088,148
58,59,CW,3,320,279.908,29,-40.092,40.092,-12.5288,0.874712,1.146,40.9,0,2026-09-20T12:19:17.550-07:00,2026-09-20T12:19:18.696-07:00,222,1.047,0.0748,S,1088,148,245,1.156,0.072,N,991,155
59,60,CW,3,300,318.516,33,18.516,18.516,6.172,1.06172,1.372,22.9,0,2026-09-20T12:19:18.696-07:00,2026-09-20T12:19:20.068-07:00,245,1.156,0.072,N,991,155,215,1.005,0.0753,S,1205,167
60,61,CW,3,315,328.168,34,13.168,13.168,4.1803,1.041803,1.396,27.9,0,2026-09-20T12:19:20.068-07:00,2026-09-20T12:19:21.464-07:00,215,1.005,0.0753,S,1205,167,233,1.089,0.0625,N,1231,165
61,62,CW,3,320,308.864,32,-11.136,11.136,-3.48,0.9652,1.467,39.1,0,2026-09-20T12:19:21.464-07:00,2026-09-20T12:19:22.931-07:00,233,1.089,0.0625,N,1231,165,213,0.995,0.0794,S,1289,177
62,63,CW,3,315,308.864,32,-6.136,6.136,-1.9479,0.980521,1.389,72.9,0,2026-09-20T12:19:22.931-07:00,2026-09-20T12:19:24.320-07:00,213,0.995,0.0794,S,1289,177,240,1.121,0.0687,N,1206,181
63,64,CW,3,325,299.212,31,-25.788,25.788,-7.9348,0.920652,1.5,72.9,0,2026-09-20T12:19:24.320-07:00,2026-09-20T12:19:25.820-07:00,240,1.121,0.0687,N,1206,181,222,1.037,0.0737,S,1306,194
64,65,CW,2,315,347.472,36,32.472,32.472,10.3086,1.103086,1.649,26.1,0,2026-09-20T12:19:25.820-07:00,2026-09-20T12:19:27.469-07:00,222,1.037,0.0737,S,1306,194,165,0.767,0.0692,N,1465,184
65,66,CW,2,305,289.56,30,-15.44,15.44,-5.0623,0.949377,1.514,25.9,0,2026-09-20T12:19:27.469-07:00,2026-09-20T12:19:28.983-07:00,165,0.767,0.0692,N,1465,184,182,0.847,0.0621,N,1345,169
66,67,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.364,49.9,0,2026-09-20T12:19:28.983-07:00,2026-09-20T12:19:30.347-07:00,182,0.847,0.0621,N,1345,169,160,0.744,0.0642,S,1197,167
67,68,CW,3,305,299.212,31,-5.788,5.788,-1.8977,0.981023,1.344,49.9,0,2026-09-20T12:19:30.347-07:00,2026-09-20T12:19:31.691-07:00,160,0.744,0.0642,S,1197,167,187,0.87,0.0584,S,1183,161
68,69,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.354,47.1,0,2026-09-20T12:19:31.691-07:00,2026-09-20T12:19:33.045-07:00,187,0.87,0.0584,S,1183,161,183,0.855,0.0591,N,1185,171
69,70,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.359,47.1,0,2026-09-20T12:19:33.045-07:00,2026-09-20T12:19:34.404-07:00,183,0.855,0.0591,N,1185,171,172,0.804,0.0661,S,1201,158
70,71,CW,3,295,299.212,31,4.212,4.212,1.4278,1.014278,1.289,6.9,0,2026-09-20T12:19:34.404-07:00,2026-09-20T12:19:35.693-07:00,172,0.804,0.0661,S,1201,158,173,0.808,0.0594,N,1130,159
71,72,CW,3,295,289.56,30,-5.44,5.44,-1.8441,0.981559,1.253,46.1,0,2026-09-20T12:19:35.693-07:00,2026-09-20T12:19:36.946-07:00,173,0.808,0.0594,N,1130,159,177,0.827,0.0603,S,1102,151
72,73,CW,3,300,318.516,33,18.516,18.516,6.172,1.06172,1.448,46.1,0,2026-09-20T12:19:36.946-07:00,2026-09-20T12:19:38.394-07:00,177,0.827,0.0603,S,1102,151,179,0.836,0.0611,N,1259,189
73,74,CW,3,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.598,91.1,0,2026-09-20T12:19:38.394-07:00,2026-09-20T12:19:39.992-07:00,179,0.836,0.0611,N,1259,189,189,0.883,0.0549,N,1393,205
76,77,CW,2,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.391,49.9,0,2026-09-20T12:19:43.254-07:00,2026-09-20T12:19:44.645-07:00,177,0.831,0.0623,N,1375,176,176,0.83,0.0606,N,1228,163
77,78,CW,2,300,308.864,32,8.864,8.864,2.9547,1.029547,1.261,40.1,0,2026-09-20T12:19:44.645-07:00,2026-09-20T12:19:45.906-07:00,176,0.83,0.0606,N,1228,163,195,0.92,0.0537,N,1106,155
78,79,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.266,34.9,0,2026-09-20T12:19:45.906-07:00,2026-09-20T12:19:47.172-07:00,195,0.92,0.0537,N,1106,155,224,1.082,0.0537,S,1096,170
79,80,CW,3,305,308.864,32,3.864,3.864,1.2669,1.012669,1.268,67.9,0,2026-09-20T12:19:47.172-07:00,2026-09-20T12:19:48.440-07:00,224,1.082,0.0537,S,1096,170,224,1.082,0.0533,N,1108,160
82,83,CW,2,305,299.212,31,-5.788,5.788,-1.8977,0.981023,1.42,117.9,0,2026-09-20T12:19:50.991-07:00,2026-09-20T12:19:52.411-07:00,198,0.957,0.0532,N,1110,178,215,1.039,0.0541,N,1258,162
85,86,CW,3,330,357.124,37,27.124,27.124,8.2194,1.082194,1.285,125.9,0,2026-09-20T12:19:54.902-07:00,2026-09-20T12:19:56.187-07:00,215,1.039,0.0469,S,1107,147,194,0.937,0.054,S,1133,152
86,87,CW,3,300,250.952,26,-49.048,49.048,-16.3493,0.836507,1.17,125.9,0,2026-09-20T12:19:56.187-07:00,2026-09-20T12:19:57.357-07:00,194,0.937,0.054,S,1133,152,214,1.081,0.0586,N,1019,151
87,88,CW,3,300,318.516,33,18.516,18.516,6.172,1.06172,1.168,42.1,0,2026-09-20T12:19:57.357-07:00,2026-09-20T12:19:58.525-07:00,214,1.081,0.0586,N,1019,151,232,1.172,0.0485,N,1023,145
88,89,CW,3,305,308.864,32,3.864,3.864,1.2669,1.012669,1.085,9.1,0,2026-09-20T12:19:58.525-07:00,2026-09-20T12:19:59.610-07:00,232,1.172,0.0485,N,1023,145,230,1.162,0.051,S,951,134
89,90,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.088,18.9,0,2026-09-20T12:19:59.610-07:00,2026-09-20T12:20:00.698-07:00,230,1.162,0.051,S,951,134,198,1.0,0.0543,N,946,142
93,94,CW,3,300,328.168,34,28.168,28.168,9.3893,1.093893,1.163,99.1,0,2026-09-20T12:20:04.119-07:00,2026-09-20T12:20:05.282-07:00,217,1.113,0.0548,S,1033,153,198,1.015,0.0621,N,1009,155
94,95,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.196,42.9,0,2026-09-20T12:20:05.282-07:00,2026-09-20T12:20:06.478-07:00,198,1.015,0.0621,N,1009,155,214,1.097,0.0546,S,1053,142
95,96,CW,3,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.188,45.1,0,2026-09-20T12:20:06.478-07:00,2026-09-20T12:20:07.666-07:00,214,1.097,0.0546,S,1053,142,212,1.087,0.0552,N,1038,150
96,97,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.204,47.1,0,2026-09-20T12:20:07.666-07:00,2026-09-20T12:20:08.870-07:00,212,1.087,0.0552,N,1038,150,224,1.131,0.0467,N,1051,153
97,98,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.155,47.1,0,2026-09-20T12:20:08.870-07:00,2026-09-20T12:20:10.025-07:00,224,1.131,0.0467,N,1051,153,209,1.056,0.0545,S,1012,143
100,101,CW,2,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.104,95.9,0,2026-09-20T12:20:12.329-07:00,2026-09-20T12:20:13.433-07:00,196,0.947,0.0784,N,980,136,192,0.928,0.0763,S,963,141
103,104,CW,3,300,270.256,28,-29.744,29.744,-9.9147,0.900853,1.072,73.1,0,2026-09-20T12:20:15.529-07:00,2026-09-20T12:20:16.601-07:00,173,0.828,0.0626,N,844,130,175,0.837,0.0663,S,939,133
104,105,CW,3,300,328.168,34,28.168,28.168,9.3893,1.093893,1.111,73.1,0,2026-09-20T12:20:16.601-07:00,2026-09-20T12:20:17.712-07:00,175,0.837,0.0663,S,939,133,187,0.895,0.0574,S,966,145
105,106,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.182,36.9,0,2026-09-20T12:20:17.712-07:00,2026-09-20T12:20:18.894-07:00,187,0.895,0.0574,S,966,145,151,0.722,0.0671,S,1017,165
106,107,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.155,36.9,0,2026-09-20T12:20:18.894-07:00,2026-09-20T12:20:20.049-07:00,151,0.722,0.0671,S,1017,165,171,0.818,0.0644,N,1011,144
107,108,CW,2,300,328.168,34,28.168,28.168,9.3893,1.093893,1.186,95.9,0,2026-09-20T12:20:20.049-07:00,2026-09-20T12:20:21.235-07:00,171,0.818,0.0644,N,1011,144,139,0.665,0.0741,N,1037,149
114,115,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.092,49.1,0,2026-09-20T12:20:29.089-07:00,2026-09-20T12:20:30.181-07:00,197,0.952,0.0822,S,974,133,219,1.106,0.0751,N,954,138
115,116,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.195,39.1,0,2026-09-20T12:20:30.181-07:00,2026-09-20T12:20:31.376-07:00,219,1.106,0.0751,N,954,138,192,0.97,0.0754,S,1055,140
116,117,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.18,33.1,0,2026-09-20T12:20:31.376-07:00,2026-09-20T12:20:32.556-07:00,192,0.97,0.0754,S,1055,140,192,0.97,0.0747,S,1027,153
117,118,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.155,32.9,0,2026-09-20T12:20:32.556-07:00,2026-09-20T12:20:33.711-07:00,192,0.97,0.0747,S,1027,153,193,0.975,0.0778,N,1008,147
118,119,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.146,32.9,0,2026-09-20T12:20:33.711-07:00,2026-09-20T12:20:34.857-07:00,193,0.975,0.0778,N,1008,147,215,1.091,0.0764,N,1008,138
119,120,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.069,20.9,0,2026-09-20T12:20:34.857-07:00,2026-09-20T12:20:35.926-07:00,215,1.091,0.0764,N,1008,138,198,1.005,0.0781,N,931,138
120,121,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.05,29.1,0,2026-09-20T12:20:35.926-07:00,2026-09-20T12:20:36.976-07:00,198,1.005,0.0781,N,931,138,235,1.193,0.0669,S,919,131
121,122,CW,3,300,279.908,29,-20.092,20.092,-6.6973,0.933027,0.958,29.1,0,2026-09-20T12:20:36.976-07:00,2026-09-20T12:20:37.934-07:00,235,1.193,0.0669,S,919,131,211,1.071,0.0755,S,815,143
122,123,CW,3,300,270.256,28,-29.744,29.744,-9.9147,0.900853,1.013,12.9,0,2026-09-20T12:20:37.934-07:00,2026-09-20T12:20:38.947-07:00,211,1.071,0.0755,S,815,143,216,1.091,0.0739,S,871,142
123,124,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.027,74.9,0,2026-09-20T12:20:38.947-07:00,2026-09-20T12:20:39.974-07:00,216,1.091,0.0739,S,871,142,219,1.106,0.0699,N,880,147
124,125,CW,3,300,241.3,25,-58.7,58.7,-19.5667,0.804333,1.031,74.9,0,2026-09-20T12:20:39.974-07:00,2026-09-20T12:20:41.005-07:00,219,1.106,0.0699,N,880,147,206,1.04,0.0726,S,887,144
125,126,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.03,56.1,0,2026-09-20T12:20:41.005-07:00,2026-09-20T12:20:42.035-07:00,206,1.04,0.0726,S,887,144,219,1.106,0.0752,N,886,144
126,127,CW,3,280,241.3,25,-38.7,38.7,-13.8214,0.861786,1.019,103.1,0,2026-09-20T12:20:42.035-07:00,2026-09-20T12:20:43.054-07:00,219,1.106,0.0752,N,886,144,208,1.051,0.0722,N,869,150
129,130,CW,3,290,337.82,35,47.82,47.82,16.4897,1.164897,1.13,63.9,0,2026-09-20T12:20:45.361-07:00,2026-09-20T12:20:46.491-07:00,194,0.98,0.0573,N,887,144,178,0.904,0.0591,S,1000,130
130,131,CW,3,300,328.168,34,28.168,28.168,9.3893,1.093893,1.136,128.9,0,2026-09-20T12:20:46.491-07:00,2026-09-20T12:20:47.627-07:00,178,0.904,0.0591,S,1000,130,152,0.776,0.0682,N,1010,126
131,132,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.025,128.9,0,2026-09-20T12:20:47.627-07:00,2026-09-20T12:20:48.652-07:00,152,0.776,0.0682,N,1010,126,153,0.785,0.0703,N,904,121
132,133,CW,3,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.048,104.9,0,2026-09-20T12:20:48.652-07:00,2026-09-20T12:20:49.700-07:00,153,0.785,0.0703,N,904,121,164,0.841,0.0609,S,922,126
133,134,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.012,56.9,0,2026-09-20T12:20:49.700-07:00,2026-09-20T12:20:50.712-07:00,164,0.841,0.0609,S,922,126,161,0.83,0.0645,S,880,132
134,135,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.038,45.9,0,2026-09-20T12:20:50.712-07:00,2026-09-20T12:20:51.750-07:00,161,0.83,0.0645,S,880,132,185,0.954,0.0587,N,913,125
135,136,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.032,23.1,0,2026-09-20T12:20:51.750-07:00,2026-09-20T12:20:52.782-07:00,185,0.954,0.0587,N,913,125,176,0.907,0.0604,N,906,126
136,137,CW,3,300,318.516,33,18.516,18.516,6.172,1.06172,1.035,42.9,0,2026-09-20T12:20:52.782-07:00,2026-09-20T12:20:53.817-07:00,176,0.907,0.0604,N,906,126,160,0.825,0.0639,S,909,126
137,138,CW,3,300,279.908,29,-20.092,20.092,-6.6973,0.933027,1.138,42.9,0,2026-09-20T12:20:53.817-07:00,2026-09-20T12:20:54.955-07:00,160,0.825,0.0639,S,909,126,162,0.835,0.0629,S,992,146
138,139,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.126,20.1,0,2026-09-20T12:20:54.955-07:00,2026-09-20T12:20:56.081-07:00,162,0.835,0.0629,S,992,146,163,0.84,0.0627,S,988,138
139,140,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.068,20.1,0,2026-09-20T12:20:56.081-07:00,2026-09-20T12:20:57.149-07:00,163,0.84,0.0627,S,988,138,131,0.675,0.0684,S,924,144
140,141,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.062,51.9,0,2026-09-20T12:20:57.149-07:00,2026-09-20T12:20:58.211-07:00,131,0.675,0.0684,S,924,144,141,0.727,0.0754,S,929,133
141,142,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.053,51.9,0,2026-09-20T12:20:58.211-07:00,2026-09-20T12:20:59.264-07:00,141,0.727,0.0754,S,929,133,176,0.907,0.0592,N,922,131
142,143,CW,3,300,270.256,28,-29.744,29.744,-9.9147,0.900853,1.074,73.1,0,2026-09-20T12:20:59.264-07:00,2026-09-20T12:21:00.338-07:00,176,0.907,0.0592,N,922,131,182,0.943,0.0557,S,940,134
143,144,CW,3,300,318.516,33,18.516,18.516,6.172,1.06172,1.139,73.1,0,2026-09-20T12:21:00.338-07:00,2026-09-20T12:21:01.477-07:00,182,0.943,0.0557,S,940,134,159,0.828,0.0751,N,1015,124
144,145,CW,3,305,308.864,32,3.864,3.864,1.2669,1.012669,1.282,12.1,0,2026-09-20T12:21:01.477-07:00,2026-09-20T12:21:02.759-07:00,159,0.828,0.0751,N,1015,124,190,0.99,0.0543,N,1126,156
145,146,CW,3,300,289.56,30,-10.44,10.44,-3.48,0.9652,1.137,30.1,0,2026-09-20T12:21:02.759-07:00,2026-09-20T12:21:03.896-07:00,190,0.99,0.0543,N,1126,156,188,0.989,0.0578,N,995,142
146,147,CW,3,305,318.516,33,13.516,13.516,4.4315,1.044315,1.145,30.1,0,2026-09-20T12:21:03.896-07:00,2026-09-20T12:21:05.041-07:00,188,0.989,0.0578,N,995,142,199,1.059,0.0547,N,993,151
147,148,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.125,25.9,0,2026-09-20T12:21:05.041-07:00,2026-09-20T12:21:06.166-07:00,199,1.059,0.0547,N,993,151,164,0.872,0.0621,S,998,127
148,149,CW,3,295,279.908,29,-15.092,15.092,-5.1159,0.948841,1.047,46.1,0,2026-09-20T12:21:06.166-07:00,2026-09-20T12:21:07.213-07:00,164,0.872,0.0621,S,998,127,174,0.941,0.0619,N,915,132
149,150,CW,3,300,318.516,33,18.516,18.516,6.172,1.06172,1.047,46.1,0,2026-09-20T12:21:07.213-07:00,2026-09-20T12:21:08.260-07:00,174,0.941,0.0619,N,915,132,187,1.027,0.0567,S,920,127
150,151,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.103,6.9,0,2026-09-20T12:21:08.260-07:00,2026-09-20T12:21:09.363-07:00,187,1.027,0.0567,S,920,127,169,0.929,0.0625,N,968,135
151,152,CW,3,300,328.168,34,28.168,28.168,9.3893,1.093893,1.296,8.9,0,2026-09-20T12:21:09.363-07:00,2026-09-20T12:21:10.659-07:00,169,0.929,0.0625,N,968,135,151,0.848,0.0665,N,1139,157
152,153,CW,3,305,270.256,28,-34.744,34.744,-11.3915,0.886085,1.034,25.1,0,2026-09-20T12:21:10.659-07:00,2026-09-20T12:21:11.693-07:00,151,0.848,0.0665,N,1139,157,192,1.091,0.052,N,893,141
153,154,CW,3,300,308.864,32,8.864,8.864,2.9547,1.029547,1.155,25.1,0,2026-09-20T12:21:11.693-07:00,2026-09-20T12:21:12.848-07:00,192,1.091,0.052,N,893,141,188,1.068,0.0615,S,1014,141
154,155,CW,3,300,299.212,31,-0.788,0.788,-0.2627,0.997373,1.181,39.9,0,2026-09-20T12:21:12.848-07:00,2026-09-20T12:21:14.029-07:00,188,1.068,0.0615,S,1014,141,192,1.091,0.0537,N,1028,153
155,156,CW,3,305,299.212,31,-5.788,5.788,-1.8977,0.981023,1.262,39.9,0,2026-09-20T12:21:14.029-07:00,2026-09-20T12:21:15.291-07:00,192,1.091,0.0537,N,1028,153,209,1.188,0.0798,S,1115,147
158,159,CW,3,320,357.124,37,37.124,37.124,11.6012,1.116012,1.21,111.1,0,2026-09-20T12:21:17.784-07:00,2026-09-20T12:21:18.994-07:00,182,1.034,0.06,S,991,132,195,1.108,0.0751,S,1071,139
159,160,CW,3,300,318.516,33,18.516,18.516,6.172,1.06172,1.092,88.9,0,2026-09-20T12:21:18.994-07:00,2026-09-20T12:21:20.086-07:00,195,1.108,0.0751,S,1071,139,192,1.091,0.0778,N,951,141
160,161,CW,3,300,328.168,34,28.168,28.168,9.3893,1.093893,1.331,88.9,0,2026-09-20T12:21:20.086-07:00,2026-09-20T12:21:21.417-07:00,192,1.091,0.0778,N,951,141,194,1.102,0.0705,S,1172,159
164,165,CW,3,320,270.256,28,-49.744,49.744,-15.545,0.84455,1.25,108.1,0,2026-09-20T12:21:25.537-07:00,2026-09-20T12:21:26.787-07:00,196,1.077,0.0771,S,1220,155,221,1.195,0.0785,S,1103,147
165,166,CW,3,325,357.124,37,32.124,32.124,9.8843,1.098843,1.271,108.1,0,2026-09-20T12:21:26.787-07:00,2026-09-20T12:21:28.058-07:00,221,1.195,0.0785,S,1103,147,205,1.108,0.0752,S,1122,149
166,167,CW,3,315,318.516,33,3.516,3.516,1.1162,1.011162,1.291,30.9,0,2026-09-20T12:21:28.058-07:00,2026-09-20T12:21:29.349-07:00,205,1.108,0.0752,S,1122,149,185,0.989,0.0808,N,1144,146
169,170,CW,2,330,337.82,35,7.82,7.82,2.3697,1.023697,1.258,22.1,0,2026-09-20T12:21:32.003-07:00,2026-09-20T12:21:33.261-07:00,192,1.021,0.0792,N,1129,152,238,1.266,0.0811,S,1110,148
170,0,CW,2,330,328.168,34,-1.832,1.832,-0.5552,0.994448,1.279,42.9,0,2026-09-20T12:21:33.261-07:00,2026-09-20T12:21:34.540-07:00,238,1.266,0.0811,S,1110,148,239,1.258,0.065,N,1129,151
0,1,CW,3,330,308.864,32,-21.136,21.136,-6.4048,0.935952,1.268,42.9,0,2026-09-20T12:21:34.540-07:00,2026-09-20T12:21:35.808-07:00,239,1.258,0.065,N,1129,151,335,1.745,0.0753,N,1118,150
