timestamp,topic,loco_id,event,phase,station,offset,commanded_pwm,actual_pwm,note,seq,source_line
2026-08-08T23:25:54-0700,ngr/loco/9950011/state/station,9950011,ZONE_HOLD,1,Arches,-2,60,60,HOLD_60,,34469
2026-08-08T23:25:56-0700,ngr/loco/9950011/state/station,9950011,ZONE_HOLD,1,Arches,-1,60,60,HOLD_60,,34478
2026-08-08T23:25:58-0700,ngr/loco/9950011/state/station,9950011,FINAL_APPROACH,2,Arches,0,60,60,LOCATION_TRIGGERED_TARGETS,,34487
2026-08-08T23:25:58-0700,ngr/loco/9950011/state/station,9950011,FINAL_TARGET,2,Arches,0,60,60,AT_CENTRE_ZONE_SPEED,,34488
2026-08-08T23:26:00-0700,ngr/loco/9950011/state/station,9950011,FINAL_TARGET,2,Arches,1,45,60,M_PLUS_1_FINAL_SPEED,,34501
2026-08-08T23:26:04-0700,ngr/loco/9950011/state/station,9950011,ZERO_RAMP,3,Arches,2,0,45,TRIGGER_M2_REACHED,,34518
2026-08-08T23:26:06-0700,ngr/loco/9950011/state/station,9950011,DWELL_BEGIN,4,Arches,2,0,0,FIXED_DWELL,,34528
2026-08-08T23:26:21-0700,ngr/loco/9950011/state/station,9950011,DWELL_COMPLETE,5,Arches,2,100,0,DEPART_TO_CRUISE,,34576
2026-08-08T23:26:27-0700,ngr/loco/9950011/state/station,9950011,DEPARTURE_COMPLETE,5,Arches,5,100,100,CLEARED_ZONE,,34604
2026-08-08T23:26:27-0700,ngr/loco/9950011/state/station,9950011,RESET,0,NONE,999,100,100,DEPARTED,,34605
