2026-09-22T13:28:59.938	ngr/loco/9950012/state/bootid	{"sketch":"NAVI_COHERENCE_0_4","loco":"9950012","boot_id":"3116C88AF7506501","field_accepted":0,"auto_enabled":0,"hall_entry":38,"window_ms":400,"guard_ms":0,"baseline":"X22_LOCKED_NO_PWM_RECOVERY","ir_source":"ESPNOW_TYPE5","ir_bounds":"UNVALIDATED","ir_authority":"PHYSICAL_PROGRESS_GATE","normal_model":"EXPECT_CONFIRM_ADVANCE","recovery_word":10,"traffic_coordination":0}
2026-09-22T13:44:18.048	ngr/loco/9950012/state/throttle	100
2026-09-22T13:44:18.048	ngr/loco/9950012/state/direction	2
2026-09-22T13:44:18.048	ngr/loco/9950012/state/estop	0
2026-09-22T13:44:18.048	ngr/loco/9950012/state/nav_ready	1
2026-09-22T13:44:18.050	ngr/loco/9950012/state/loopstat	{"hall_events":153,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:44:18.123	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":22,"steps":0,"mapped_mm":0,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:18.124	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":23,"steps":1,"mapped_mm":305,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:18.124	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":24,"steps":2,"mapped_mm":605,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:18.124	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":25,"steps":3,"mapped_mm":900,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:18.136	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":26,"steps":4,"mapped_mm":1200,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:18.136	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":27,"steps":5,"mapped_mm":1500,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:18.137	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":28,"steps":6,"mapped_mm":1800,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:18.137	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":29,"steps":7,"mapped_mm":2100,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:18.144	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":30,"steps":8,"mapped_mm":2415,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:18.144	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":31,"steps":9,"mapped_mm":2745,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:18.145	ngr/loco/9950012/nav/ir_compare	{"event_serial":153,"branch":0,"anchor_mm":22,"candidate_mm":32,"steps":10,"mapped_mm":3065,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":1015,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:18.148	ngr/loco/9950012/nav/discrepancy	{"event_serial":153,"captured_us":451010625,"opened_ms":451010,"opening":"S","window":"S","window_valid":1,"raw":1798,"baseline":1840,"base_age_ms":304,"peak_signed":-226,"pre_mm":22,"ruling":"ADVANCED_WITH_DISCREPANCY","evidence":"POLARITY_DISCREPANCY","state":"TRACKING","ambiguity_count":0,"ir_reason":"NOMINAL_ONLY","ir_interval":"OPTICAL_INVALID","distance_assessable":0,"ir_boot":"F91EA4D2DF733CF5","ir_seq":4254,"ir_alignment_us":-587,"distance_bounds":"UNVALIDATED","action":"EXPECT_CONFIRM_ADVANCE"}
2026-09-22T13:44:18.149	ngr/loco/9950012/nav/hypotheses	{"event_serial":153,"branch":0,"branches":1,"mm":23,"anchor_ms":451010,"faults":0,"causes":0,"clean":10,"distance_consistent":0,"ir_interval":"OPTICAL_INVALID","authority":"ONE_COHERENT_POSITION"}
2026-09-22T13:44:18.149	ngr/loco/9950012/mm/marker	{"event":"ADVANCED_WITH_DISCREPANCY","boot_id":"B072C1297E3C6F1E","event_serial":153,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":23,"tgt":24,"dir":"CW","ruling":"ADVANCED_WITH_DISCREPANCY","evidence":"POLARITY_DISCREPANCY","obs":"S","expected":"N","opened_ms":451010,"gap_ms":0,"raw_open":1798,"base_open":1840,"pwm_open":100,"unresolved_count":0,"seq_len":10,"seq_matches":0}
2026-09-22T13:44:18.150	ngr/loco/9950012/state/nav	{"event":"ADVANCED_WITH_DISCREPANCY","boot_id":"B072C1297E3C6F1E","event_serial":153,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":23,"tgt":24,"dir":"CW","ruling":"ADVANCED_WITH_DISCREPANCY","evidence":"POLARITY_DISCREPANCY","obs":"S","expected":"N","opened_ms":451010,"gap_ms":0,"raw_open":1798,"base_open":1840,"pwm_open":100,"unresolved_count":0,"seq_len":10,"seq_matches":0}
2026-09-22T13:44:18.150	ngr/loco/9950012/telem/speed	300
2026-09-22T13:44:18.412	ngr/loco/9950012/diag/hall_decision	{"t":451722,"accepted":1,"reject":0,"candidate":1840,"previous":1840,"delta":0,"spread":3,"base_age_ms":2,"recovery":0,"authority":"BASELINE_NOT_LOCATION"}
2026-09-22T13:44:19.033	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":4265,"accepted":4265,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":27,"reason":1,"boot":"F91EA4D2DF733CF5","seq":4267,"pulses":3108,"span":191,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:44:19.036	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":4265,"accepted":4265,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":27,"reason":1,"boot":"F91EA4D2DF733CF5","seq":4267,"pulses":3108,"span":191,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:44:19.036	ngr/loco/9950012/alert	{"level":"CLEAR","reason":"STATUS","loco":"9950012","uptime_ms":452346,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":23,"dead_reckoned_mm":23,"tgt":24,"dir":"CW","session_dir":"CW","trust":"CONTINUITY","powered":1,"moving":null,"motion_source":"IR","pwm":100,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":300,"baseline":1840,"base_age_ms":623,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"OPTICAL_INVALID","ir_waits":152,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":153,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:44:19.037	ngr/loco/9950012/state/throttle	100
2026-09-22T13:44:19.039	ngr/loco/9950012/state/direction	2
2026-09-22T13:44:19.040	ngr/loco/9950012/state/estop	0
2026-09-22T13:44:19.040	ngr/loco/9950012/state/nav_ready	1
2026-09-22T13:44:19.040	ngr/loco/9950012/state/loopstat	{"hall_events":154,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:44:19.050	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":23,"steps":0,"mapped_mm":0,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:19.052	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":24,"steps":1,"mapped_mm":300,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:19.053	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":25,"steps":2,"mapped_mm":595,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:19.053	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":26,"steps":3,"mapped_mm":895,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:19.056	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":27,"steps":4,"mapped_mm":1195,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:19.056	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":28,"steps":5,"mapped_mm":1495,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:19.056	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":29,"steps":6,"mapped_mm":1795,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:19.057	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":30,"steps":7,"mapped_mm":2110,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:19.064	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":31,"steps":8,"mapped_mm":2440,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:19.064	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":32,"steps":9,"mapped_mm":2760,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:19.064	ngr/loco/9950012/nav/ir_compare	{"event_serial":154,"branch":0,"anchor_mm":23,"candidate_mm":33,"steps":10,"mapped_mm":3075,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":946,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:19.065	ngr/loco/9950012/nav/discrepancy	{"event_serial":154,"captured_us":451956625,"opened_ms":451956,"opening":"N","window":"N","window_valid":1,"raw":1883,"baseline":1840,"base_age_ms":234,"peak_signed":198,"pre_mm":23,"ruling":"ADVANCED","evidence":"CONFIRMED","state":"TRACKING","ambiguity_count":0,"ir_reason":"NOMINAL_ONLY","ir_interval":"OPTICAL_INVALID","distance_assessable":0,"ir_boot":"F91EA4D2DF733CF5","ir_seq":4263,"ir_alignment_us":-46586,"distance_bounds":"UNVALIDATED","action":"EXPECT_CONFIRM_ADVANCE"}
2026-09-22T13:44:19.065	ngr/loco/9950012/nav/hypotheses	{"event_serial":154,"branch":0,"branches":1,"mm":24,"anchor_ms":451956,"faults":0,"causes":0,"clean":10,"distance_consistent":0,"ir_interval":"OPTICAL_INVALID","authority":"ONE_COHERENT_POSITION"}
2026-09-22T13:44:19.065	ngr/loco/9950012/mm/marker	{"event":"ADVANCED","boot_id":"B072C1297E3C6F1E","event_serial":154,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":24,"tgt":25,"dir":"CW","ruling":"ADVANCED","evidence":"CONFIRMED","obs":"N","expected":"N","opened_ms":451956,"gap_ms":0,"raw_open":1883,"base_open":1840,"pwm_open":100,"unresolved_count":0,"seq_len":10,"seq_matches":0}
2026-09-22T13:44:19.067	ngr/loco/9950012/state/nav	{"event":"ADVANCED","boot_id":"B072C1297E3C6F1E","event_serial":154,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":24,"tgt":25,"dir":"CW","ruling":"ADVANCED","evidence":"CONFIRMED","obs":"N","expected":"N","opened_ms":451956,"gap_ms":0,"raw_open":1883,"base_open":1840,"pwm_open":100,"unresolved_count":0,"seq_len":10,"seq_matches":0}
2026-09-22T13:44:19.073	ngr/loco/9950012/telem/speed	317
2026-09-22T13:44:19.371	ngr/loco/9950012/diag/hall_decision	{"t":452667,"accepted":1,"reject":0,"candidate":1840,"previous":1840,"delta":0,"spread":2,"base_age_ms":1,"recovery":0,"authority":"BASELINE_NOT_LOCATION"}
2026-09-22T13:44:20.035	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":24,"steps":0,"mapped_mm":0,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.038	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":25,"steps":1,"mapped_mm":295,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.039	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":26,"steps":2,"mapped_mm":595,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:20.039	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":27,"steps":3,"mapped_mm":895,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:20.042	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":28,"steps":4,"mapped_mm":1195,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.043	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":29,"steps":5,"mapped_mm":1495,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.043	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":30,"steps":6,"mapped_mm":1810,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.044	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":31,"steps":7,"mapped_mm":2140,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.045	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":32,"steps":8,"mapped_mm":2460,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.045	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":33,"steps":9,"mapped_mm":2775,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
2026-09-22T13:44:20.046	ngr/loco/9950012/nav/ir_compare	{"event_serial":155,"branch":0,"anchor_mm":24,"candidate_mm":34,"steps":10,"mapped_mm":3085,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":983,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.049	ngr/loco/9950012/nav/discrepancy	{"event_serial":155,"captured_us":452939632,"opened_ms":452939,"opening":"N","window":"N","window_valid":1,"raw":1882,"baseline":1840,"base_age_ms":272,"peak_signed":222,"pre_mm":24,"ruling":"ADVANCED","evidence":"CONFIRMED","state":"TRACKING","ambiguity_count":0,"ir_reason":"NOMINAL_ONLY","ir_interval":"OPTICAL_INVALID","distance_assessable":0,"ir_boot":"F91EA4D2DF733CF5","ir_seq":4273,"ir_alignment_us":-28594,"distance_bounds":"UNVALIDATED","action":"EXPECT_CONFIRM_ADVANCE"}
2026-09-22T13:44:20.050	ngr/loco/9950012/nav/hypotheses	{"event_serial":155,"branch":0,"branches":1,"mm":25,"anchor_ms":452939,"faults":0,"causes":0,"clean":10,"distance_consistent":0,"ir_interval":"OPTICAL_INVALID","authority":"ONE_COHERENT_POSITION"}
2026-09-22T13:44:20.051	ngr/loco/9950012/mm/marker	{"event":"ADVANCED","boot_id":"B072C1297E3C6F1E","event_serial":155,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":25,"tgt":26,"dir":"CW","ruling":"ADVANCED","evidence":"CONFIRMED","obs":"N","expected":"S","opened_ms":452939,"gap_ms":0,"raw_open":1882,"base_open":1840,"pwm_open":100,"unresolved_count":0,"seq_len":10,"seq_matches":0}
2026-09-22T13:44:20.051	ngr/loco/9950012/state/nav	{"event":"ADVANCED","boot_id":"B072C1297E3C6F1E","event_serial":155,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":25,"tgt":26,"dir":"CW","ruling":"ADVANCED","evidence":"CONFIRMED","obs":"N","expected":"S","opened_ms":452939,"gap_ms":0,"raw_open":1882,"base_open":1840,"pwm_open":100,"unresolved_count":0,"seq_len":10,"seq_matches":0}
2026-09-22T13:44:20.059	ngr/loco/9950012/telem/speed	300
2026-09-22T13:44:20.065	ngr/loco/9950012/diag/ir_link	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":4275,"accepted":4275,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":49,"reason":1,"boot":"F91EA4D2DF733CF5","seq":4277,"pulses":3127,"span":159,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:44:20.067	ngr/loco/9950012/telem/ir	{"paired":1,"channel":11,"channel_ok":1,"radio_ready":1,"seen_mac":"38:18:2B:30:8C:2C","seen":4275,"accepted":4275,"rejected":0,"duplicate":0,"reboot":0,"queue_drop":0,"fresh":1,"age_ms":49,"reason":1,"boot":"F91EA4D2DF733CF5","seq":4277,"pulses":3127,"span":159,"distance_bounds":"UNVALIDATED","authority":"NOMINAL_HYPOTHESIS_EVIDENCE"}
2026-09-22T13:44:20.067	ngr/loco/9950012/alert	{"level":"CLEAR","reason":"STATUS","loco":"9950012","uptime_ms":453368,"state":"NORMAL","nav":"NORMAL","nav_state":"TRACKING","mm":25,"dead_reckoned_mm":25,"tgt":26,"dir":"CW","session_dir":"CW","trust":"CONTINUITY","powered":1,"moving":null,"motion_source":"IR","pwm":100,"auto":0,"running":0,"estop":0,"lowvolt":0,"ina":1,"est_mm_s":300,"baseline":1840,"base_age_ms":699,"distance_confirmed":0,"distance_assessable":0,"ir_interval":"OPTICAL_INVALID","ir_waits":154,"ir_bounds":"UNVALIDATED","ir_fitted":1,"agree":155,"disagree":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:44:20.068	ngr/loco/9950012/state/throttle	100
2026-09-22T13:44:20.068	ngr/loco/9950012/state/direction	2
2026-09-22T13:44:20.069	ngr/loco/9950012/state/estop	0
2026-09-22T13:44:20.069	ngr/loco/9950012/state/nav_ready	1
2026-09-22T13:44:20.070	ngr/loco/9950012/state/loopstat	{"hall_events":155,"hall_drop":0,"baseline_diag_drop":0,"ir_drop":0,"stale_frame":0,"pub_drop":0,"cmd_drop":0}
2026-09-22T13:44:20.345	ngr/loco/9950012/diag/hall_decision	{"t":453649,"accepted":1,"reject":0,"candidate":1840,"previous":1840,"delta":0,"spread":3,"base_age_ms":0,"recovery":0,"authority":"BASELINE_NOT_LOCATION"}
2026-09-22T13:44:20.964	ngr/loco/9950012/nav/ir_compare	{"event_serial":156,"branch":0,"anchor_mm":25,"candidate_mm":25,"steps":0,"mapped_mm":0,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":921,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":1,"window_matches":1}
2026-09-22T13:44:20.966	ngr/loco/9950012/nav/ir_compare	{"event_serial":156,"branch":0,"anchor_mm":25,"candidate_mm":26,"steps":1,"mapped_mm":300,"ir_pulses":null,"ir_nominal_mm":null,"residual_mm":null,"ir_quality":"OPTICAL_INVALID","ir_hard_verdict":"CANNOT_ASSESS","timing_ms":921,"legacy_guard_500":0,"physical_timing":"UNCONFIGURED","bounds":"UNVALIDATED","opening_matches":0,"window_matches":0}
